date,sunrise,sunset,hour,temperature,heat_index,feels_like,precipitation,weather_description
2018-04-03,07:18 AM,07:51 PM,0,61,63,62,0.0,Partly cloudy
2018-04-03,07:18 AM,07:51 PM,100,61,62,61,0.0,Partly cloudy
2018-04-03,07:18 AM,07:51 PM,200,60,61,60,0.2,Moderate rain at times
2018-04-03,07:18 AM,07:51 PM,300,59,60,59,0.3,Moderate rain at times
2018-04-03,07:18 AM,07:51 PM,400,59,60,59,0.1,Moderate rain at times
2018-04-03,07:18 AM,07:51 PM,500,59,60,59,0.0,Cloudy
2018-04-03,07:18 AM,07:51 PM,600,58,60,59,0.0,Cloudy
2018-04-03,07:18 AM,07:51 PM,700,61,62,61,0.0,Cloudy
2018-04-03,07:18 AM,07:51 PM,800,63,65,64,0.0,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,900,66,68,66,0.0,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,1000,68,70,68,0.0,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,1100,71,73,71,0.0,Cloudy
2018-04-03,07:18 AM,07:51 PM,1200,73,76,76,0.0,Cloudy
2018-04-03,07:18 AM,07:51 PM,1300,74,76,76,0.0,Cloudy
2018-04-03,07:18 AM,07:51 PM,1400,74,76,76,0.1,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,1500,75,77,77,0.1,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,1600,73,75,75,0.1,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,1700,72,74,74,0.0,Partly cloudy
2018-04-03,07:18 AM,07:51 PM,1800,71,73,70,0.0,Partly cloudy
2018-04-03,07:18 AM,07:51 PM,1900,69,71,68,0.0,Partly cloudy
2018-04-03,07:18 AM,07:51 PM,2000,67,68,67,0.0,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,2100,65,66,65,0.0,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,2200,64,65,63,0.0,Patchy rain possible
2018-04-03,07:18 AM,07:51 PM,2300,63,64,62,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,0,62,63,61,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,100,61,62,60,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,200,60,60,58,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,300,59,59,57,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,400,58,59,57,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,500,58,59,56,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,600,57,58,56,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,700,59,60,58,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,800,60,61,59,0.2,Moderate rain at times
2018-04-04,07:17 AM,07:52 PM,900,62,62,61,0.3,Moderate rain at times
2018-04-04,07:17 AM,07:52 PM,1000,64,64,63,0.1,Moderate rain at times
2018-04-04,07:17 AM,07:52 PM,1100,66,67,65,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,1200,68,69,68,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,1300,70,71,70,0.0,Partly cloudy
2018-04-04,07:17 AM,07:52 PM,1400,71,72,71,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,1500,73,73,73,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,1600,71,72,72,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,1700,70,71,70,0.0,Sunny
2018-04-04,07:17 AM,07:52 PM,1800,69,71,69,0.0,Sunny
2018-04-04,07:17 AM,07:52 PM,1900,66,68,66,0.0,Sunny
2018-04-04,07:17 AM,07:52 PM,2000,64,65,63,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,2100,61,63,61,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,2200,60,61,59,0.0,Patchy rain possible
2018-04-04,07:17 AM,07:52 PM,2300,59,59,58,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,0,58,58,57,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,100,57,57,56,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,200,56,56,55,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,300,55,55,54,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,400,54,55,54,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,500,54,54,53,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,600,53,54,53,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,700,55,56,55,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,800,58,59,58,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,900,60,61,60,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,1000,63,64,63,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,1100,66,68,67,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,1200,69,71,70,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,1300,70,71,70,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,1400,71,72,71,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,1500,71,73,72,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,1600,70,71,70,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,1700,69,70,69,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,1800,67,68,68,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,1900,65,66,65,0.0,Partly cloudy
2018-04-05,07:16 AM,07:53 PM,2000,62,63,62,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,2100,60,60,59,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,2200,59,59,57,0.0,Patchy rain possible
2018-04-05,07:16 AM,07:53 PM,2300,58,58,56,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,0,56,57,55,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,100,56,56,54,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,200,56,56,54,0.0,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,300,55,56,53,0.0,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,400,55,55,53,0.0,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,500,55,55,53,0.0,Cloudy
2018-04-06,07:14 AM,07:53 PM,600,55,55,53,0.0,Cloudy
2018-04-06,07:14 AM,07:53 PM,700,57,58,56,0.0,Cloudy
2018-04-06,07:14 AM,07:53 PM,800,59,60,58,0.2,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,900,62,63,61,0.2,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,1000,65,66,64,0.1,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,1100,68,70,67,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,1200,71,73,70,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,1300,72,74,74,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,1400,73,75,75,0.0,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,1500,74,76,76,0.0,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,1600,73,75,75,0.0,Patchy rain possible
2018-04-06,07:14 AM,07:53 PM,1700,72,74,72,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,1800,70,73,71,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,1900,68,70,68,0.0,Partly cloudy
2018-04-06,07:14 AM,07:53 PM,2000,65,67,65,0.0,Clear
2018-04-06,07:14 AM,07:53 PM,2100,62,64,62,0.0,Clear
2018-04-06,07:14 AM,07:53 PM,2200,61,62,61,0.0,Clear
2018-04-06,07:14 AM,07:53 PM,2300,60,61,59,0.0,Cloudy
2018-04-07,07:13 AM,07:54 PM,0,59,59,58,0.0,Cloudy
2018-04-07,07:13 AM,07:54 PM,100,58,58,58,0.0,Cloudy
2018-04-07,07:13 AM,07:54 PM,200,57,58,57,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,300,57,58,57,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,400,57,58,57,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,500,57,58,57,0.0,Cloudy
2018-04-07,07:13 AM,07:54 PM,600,58,58,58,0.0,Cloudy
2018-04-07,07:13 AM,07:54 PM,700,60,60,60,0.0,Cloudy
2018-04-07,07:13 AM,07:54 PM,800,62,63,63,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,900,65,65,65,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,1000,68,69,68,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,1100,71,72,71,0.0,Partly cloudy
2018-04-07,07:13 AM,07:54 PM,1200,74,76,76,0.0,Partly cloudy
2018-04-07,07:13 AM,07:54 PM,1300,75,77,77,0.0,Partly cloudy
2018-04-07,07:13 AM,07:54 PM,1400,76,78,78,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,1500,77,78,78,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,1600,75,77,77,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,1700,74,76,76,0.0,Partly cloudy
2018-04-07,07:13 AM,07:54 PM,1800,73,75,75,0.0,Partly cloudy
2018-04-07,07:13 AM,07:54 PM,1900,70,72,70,0.0,Partly cloudy
2018-04-07,07:13 AM,07:54 PM,2000,67,69,67,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,2100,65,66,65,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,2200,64,65,63,0.0,Patchy rain possible
2018-04-07,07:13 AM,07:54 PM,2300,63,63,62,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,0,62,62,61,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,100,61,61,60,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,200,60,61,59,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,300,60,60,59,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,400,60,60,58,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,500,59,60,58,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,600,59,59,58,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,700,62,62,61,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,800,64,66,64,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,900,67,69,66,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,1000,69,72,69,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,1100,72,74,74,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,1200,75,77,77,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,1300,75,78,78,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,1400,76,78,78,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,1500,77,79,79,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,1600,75,78,78,0.0,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,1700,74,77,77,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,1800,73,77,77,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,1900,71,74,71,0.0,Partly cloudy
2018-04-08,07:12 AM,07:54 PM,2000,68,70,68,0.1,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,2100,66,67,66,0.2,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,2200,65,66,65,0.1,Patchy rain possible
2018-04-08,07:12 AM,07:54 PM,2300,63,64,63,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,0,62,63,62,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,100,62,62,62,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,200,61,62,61,0.0,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,300,61,61,61,0.0,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,400,61,61,61,0.0,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,500,61,61,61,0.0,Cloudy
2018-04-09,07:11 AM,07:55 PM,600,60,61,60,0.0,Cloudy
2018-04-09,07:11 AM,07:55 PM,700,63,63,63,0.0,Cloudy
2018-04-09,07:11 AM,07:55 PM,800,65,66,65,0.0,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,900,68,69,68,0.1,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,1000,71,72,71,0.0,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,1100,73,76,76,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,1200,76,79,79,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,1300,77,80,80,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,1400,78,80,80,0.1,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,1500,78,81,81,0.2,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,1600,77,80,80,0.1,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,1700,76,79,79,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,1800,75,78,78,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,1900,72,75,75,0.0,Partly cloudy
2018-04-09,07:11 AM,07:55 PM,2000,70,72,70,0.1,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,2100,67,70,68,0.1,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,2200,63,65,63,0.0,Patchy rain possible
2018-04-09,07:11 AM,07:55 PM,2300,59,60,59,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,0,55,56,54,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,100,55,55,53,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,200,54,54,52,0.0,Overcast
2018-04-10,07:10 AM,07:56 PM,300,54,54,51,0.0,Overcast
2018-04-10,07:10 AM,07:56 PM,400,53,53,50,0.0,Overcast
2018-04-10,07:10 AM,07:56 PM,500,52,52,49,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,600,51,51,48,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,700,54,54,52,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,800,57,57,56,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,900,60,60,60,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1000,63,63,63,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1100,66,66,66,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1200,69,69,69,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1300,70,71,70,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1400,71,73,71,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1500,72,75,75,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1600,70,72,70,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1700,68,70,68,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1800,67,67,67,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,1900,63,64,63,0.0,Sunny
2018-04-10,07:10 AM,07:56 PM,2000,60,61,60,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,2100,57,58,57,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,2200,57,57,57,0.0,Clear
2018-04-10,07:10 AM,07:56 PM,2300,56,57,57,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,0,56,57,57,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,100,55,57,56,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,200,54,56,56,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,300,53,56,55,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,400,53,56,55,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,500,52,55,55,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,600,51,55,55,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,700,56,58,58,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,800,60,61,61,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,900,64,64,64,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1000,68,69,68,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1100,71,73,71,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1200,74,77,77,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1300,75,77,77,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1400,76,78,78,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1500,77,78,78,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1600,75,77,77,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1700,74,77,77,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1800,73,77,77,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,1900,70,73,70,0.0,Sunny
2018-04-11,07:08 AM,07:56 PM,2000,67,69,67,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,2100,65,65,65,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,2200,63,63,63,0.0,Clear
2018-04-11,07:08 AM,07:56 PM,2300,62,62,62,0.0,Clear
2018-04-12,07:07 AM,07:57 PM,0,60,60,60,0.0,Clear
2018-04-12,07:07 AM,07:57 PM,100,60,60,60,0.0,Clear
2018-04-12,07:07 AM,07:57 PM,200,61,60,60,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,300,61,60,60,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,400,61,61,61,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,500,62,62,62,0.0,Overcast
2018-04-12,07:07 AM,07:57 PM,600,62,62,62,0.0,Overcast
2018-04-12,07:07 AM,07:57 PM,700,63,63,63,0.0,Overcast
2018-04-12,07:07 AM,07:57 PM,800,65,65,65,0.0,Overcast
2018-04-12,07:07 AM,07:57 PM,900,66,66,66,0.0,Overcast
2018-04-12,07:07 AM,07:57 PM,1000,68,70,68,0.0,Overcast
2018-04-12,07:07 AM,07:57 PM,1100,71,74,71,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,1200,74,78,78,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,1300,76,80,80,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,1400,78,82,82,0.0,Sunny
2018-04-12,07:07 AM,07:57 PM,1500,80,83,83,0.0,Sunny
2018-04-12,07:07 AM,07:57 PM,1600,79,82,82,0.0,Sunny
2018-04-12,07:07 AM,07:57 PM,1700,78,81,81,0.0,Sunny
2018-04-12,07:07 AM,07:57 PM,1800,77,80,80,0.0,Sunny
2018-04-12,07:07 AM,07:57 PM,1900,74,76,76,0.0,Sunny
2018-04-12,07:07 AM,07:57 PM,2000,72,73,73,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,2100,69,69,69,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,2200,70,71,70,0.0,Partly cloudy
2018-04-12,07:07 AM,07:57 PM,2300,70,73,70,0.0,Overcast
2018-04-13,07:06 AM,07:57 PM,0,70,76,70,0.0,Overcast
2018-04-13,07:06 AM,07:57 PM,100,70,76,70,0.0,Overcast
2018-04-13,07:06 AM,07:57 PM,200,70,76,70,0.1,Light rain shower
2018-04-13,07:06 AM,07:57 PM,300,70,76,70,0.1,Light rain shower
2018-04-13,07:06 AM,07:57 PM,400,70,76,70,0.0,Light rain shower
2018-04-13,07:06 AM,07:57 PM,500,70,76,70,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,600,70,76,71,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,700,71,76,71,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,800,71,76,71,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,900,72,76,72,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,1000,73,77,77,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,1100,75,78,78,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,1200,76,80,80,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,1300,78,82,82,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,1400,80,84,84,0.1,Patchy light rain with thunder
2018-04-13,07:06 AM,07:57 PM,1500,82,86,86,0.2,Patchy light rain with thunder
2018-04-13,07:06 AM,07:57 PM,1600,81,85,85,0.1,Patchy light rain with thunder
2018-04-13,07:06 AM,07:57 PM,1700,80,84,84,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,1800,79,83,83,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,1900,76,81,81,0.0,Thundery outbreaks possible
2018-04-13,07:06 AM,07:57 PM,2000,74,79,79,1.8,Moderate or heavy rain shower
2018-04-13,07:06 AM,07:57 PM,2100,72,76,76,2.4,Moderate or heavy rain shower
2018-04-13,07:06 AM,07:57 PM,2200,67,71,67,1.2,Moderate or heavy rain shower
2018-04-13,07:06 AM,07:57 PM,2300,63,65,63,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,0,59,59,59,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,100,58,58,57,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,200,58,58,55,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,300,57,57,53,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,400,56,56,52,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,500,54,54,51,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,600,53,53,49,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,700,53,53,49,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,800,54,54,49,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,900,55,55,49,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,1000,57,57,53,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,1100,59,59,57,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,1200,62,62,62,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,1300,63,63,63,0.0,Partly cloudy
2018-04-14,07:05 AM,07:58 PM,1400,65,65,65,0.0,Sunny
2018-04-14,07:05 AM,07:58 PM,1500,66,66,66,0.0,Sunny
2018-04-14,07:05 AM,07:58 PM,1600,65,65,65,0.0,Sunny
2018-04-14,07:05 AM,07:58 PM,1700,64,64,64,0.0,Sunny
2018-04-14,07:05 AM,07:58 PM,1800,63,63,63,0.0,Sunny
2018-04-14,07:05 AM,07:58 PM,1900,60,60,60,0.0,Sunny
2018-04-14,07:05 AM,07:58 PM,2000,58,58,57,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,2100,55,55,53,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,2200,54,54,53,0.0,Clear
2018-04-14,07:05 AM,07:58 PM,2300,53,53,52,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,0,52,53,51,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,100,51,52,49,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,200,50,50,48,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,300,49,49,46,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,400,48,48,44,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,500,46,46,43,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,600,45,45,41,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,700,47,47,43,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,800,50,50,46,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,900,52,52,48,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1000,57,57,54,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1100,61,61,60,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1200,65,65,65,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1300,67,68,67,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1400,69,71,69,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1500,70,73,72,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1600,69,71,70,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1700,67,69,68,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1800,66,67,67,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,1900,62,63,63,0.0,Sunny
2018-04-15,07:04 AM,07:59 PM,2000,59,59,58,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,2100,56,56,54,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,2200,55,55,53,0.0,Clear
2018-04-15,07:04 AM,07:59 PM,2300,54,54,53,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,0,54,54,52,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,100,53,53,51,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,200,52,53,51,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,300,51,52,50,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,400,50,52,50,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,500,49,51,50,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,600,49,51,50,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,700,53,55,54,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,800,58,59,59,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,900,63,63,63,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1000,67,68,67,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1100,71,73,71,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1200,75,77,77,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1300,76,78,78,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1400,77,78,78,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1500,78,79,79,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1600,77,78,78,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1700,75,77,77,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1800,73,77,77,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,1900,70,73,70,0.0,Sunny
2018-04-16,07:03 AM,07:59 PM,2000,67,68,67,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,2100,64,64,64,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,2200,63,63,63,0.0,Clear
2018-04-16,07:03 AM,07:59 PM,2300,61,61,61,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,0,60,60,60,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,100,59,59,58,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,200,59,59,57,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,300,59,59,56,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,400,58,58,55,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,500,57,57,55,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,600,56,56,54,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,700,60,60,59,0.0,Clear
2018-04-17,07:02 AM,08:00 PM,800,64,64,63,0.0,Sunny
